filename,class_name,x,y,w,h
002288.jpg,person,121,118,6,11
002290.jpg,motorbike,140,137,146,144
002290.jpg,person,129,85,118,158
002290.jpg,person,71,46,12,25
002290.jpg,person,56,45,9,29
002290.jpg,person,50,48,12,22
002290.jpg,person,35,46,10,29
002290.jpg,person,25,49,15,25
002290.jpg,person,11,48,12,24
002290.jpg,person,87,46,7,25
002290.jpg,person,94,44,9,22
002290.jpg,person,174,49,8,10
002290.jpg,person,170,48,7,12
002290.jpg,person,194,47,8,13
002290.jpg,person,185,49,7,11
002291.jpg,car,123,113,133,123
002293.jpg,person,90,123,177,203
002293.jpg,person,126,141,135,165
002300.jpg,cow,168,47,89,93
002300.jpg,cow,205,102,38,189
002300.jpg,cow,113,136,127,108
002300.jpg,cow,27,68,53,134
002302.jpg,boat,143,121,152,144
002302.jpg,person,60,122,62,201
002305.jpg,chair,111,114,179,202
002305.jpg,pottedplant,194,90,60,179
002306.jpg,person,67,125,100,180
002306.jpg,person,149,136,52,143
002307.jpg,car,152,127,131,94
002307.jpg,person,168,107,21,22
002308.jpg,cat,154,99,99,125
002308.jpg,chair,54,153,57,82
002310.jpg,bird,143,122,148,204
002311.jpg,car,112,123,223,178
002311.jpg,car,203,177,43,95
002311.jpg,person,159,42,16,73
002311.jpg,person,190,42,18,75
002311.jpg,person,177,76,19,33
002311.jpg,person,200,82,25,35
002311.jpg,person,177,38,15,50
002311.jpg,person,209,46,20,58
002311.jpg,person,136,25,15,28
002311.jpg,person,97,25,12,17
002311.jpg,person,86,24,13,20
002311.jpg,person,71,25,14,17
002311.jpg,person,57,22,8,26
002311.jpg,person,37,28,15,24
002311.jpg,person,20,37,14,35
002311.jpg,person,45,27,14,18
002311.jpg,person,147,27,11,31
002311.jpg,person,170,37,12,51
002315.jpg,dog,128,96,97,143
002318.jpg,motorbike,49,151,71,103
002320.jpg,pottedplant,79,79,95,113
002321.jpg,train,120,113,84,49
002323.jpg,cow,101,117,138,103
002323.jpg,cow,57,79,45,22
002323.jpg,cow,148,73,31,26
002324.jpg,person,44,112,86,223
002324.jpg,person,104,55,55,108
002324.jpg,person,121,150,93,148
002328.jpg,tvmonitor,103,112,109,152
002329.jpg,horse,94,162,116,122
002329.jpg,horse,172,158,82,132
002329.jpg,person,69,127,61,166
002329.jpg,person,133,82,44,85
002330.jpg,sheep,157,118,40,42
002330.jpg,sheep,44,94,59,38
002332.jpg,sofa,153,91,142,97
002332.jpg,person,84,81,60,115
002332.jpg,person,186,73,70,72
002332.jpg,person,135,132,179,168
002333.jpg,bird,24,102,17,29
002333.jpg,bird,49,123,25,35
002333.jpg,bird,91,138,41,48
002333.jpg,bird,127,125,37,35
002333.jpg,bird,86,106,29,33
002334.jpg,chair,91,190,108,67
002334.jpg,chair,26,127,39,88
002334.jpg,tvmonitor,82,97,40,57
002334.jpg,tvmonitor,125,98,37,52
002334.jpg,tvmonitor,166,124,40,53
002335.jpg,sofa,112,128,224,192
002337.jpg,bicycle,103,144,65,91
002337.jpg,person,111,116,63,135
002340.jpg,car,108,125,127,88
002340.jpg,car,58,75,20,11
002342.jpg,person,119,121,210,207
002343.jpg,car,150,64,36,22
002343.jpg,car,106,53,21,12
002343.jpg,car,112,134,223,144
002345.jpg,dog,108,139,122,149
002347.jpg,pottedplant,141,175,26,50
002347.jpg,pottedplant,91,174,34,45
002347.jpg,pottedplant,45,169,26,35
002348.jpg,aeroplane,109,130,51,79
002348.jpg,aeroplane,54,116,53,78
002350.jpg,bottle,113,113,124,223
002352.jpg,train,109,112,172,115
002352.jpg,train,11,114,22,97
002354.jpg,aeroplane,115,113,173,74
002355.jpg,car,8,111,15,53
002355.jpg,car,113,135,211,106
002359.jpg,dog,81,146,152,156
002361.jpg,pottedplant,50,153,76,129
002361.jpg,person,200,178,48,91
002362.jpg,chair,159,143,57,50
002362.jpg,chair,141,188,93,72
002362.jpg,sofa,119,111,82,36
002362.jpg,pottedplant,167,67,45,132
002362.jpg,pottedplant,178,72,22,76
002362.jpg,pottedplant,65,73,29,99
002362.jpg,pottedplant,82,67,14,75
002362.jpg,person,128,50,13,41
002362.jpg,person,115,52,11,34
002364.jpg,dog,127,131,102,114
002366.jpg,motorbike,162,98,116,181
002366.jpg,motorbike,49,148,95,81
002367.jpg,person,117,113,83,145
002367.jpg,motorbike,113,142,136,125
002368.jpg,sofa,39,112,23,24
002368.jpg,sofa,208,183,33,82
002368.jpg,chair,49,147,52,53
002368.jpg,chair,153,149,60,52
002368.jpg,diningtable,132,149,81,63
002369.jpg,cow,79,110,34,58
002371.jpg,bicycle,106,119,211,210
002372.jpg,boat,134,136,82,71
002372.jpg,person,172,150,39,41
002373.jpg,car,102,114,161,203
002373.jpg,car,140,4,25,6
002374.jpg,bus,98,130,83,66
002374.jpg,car,42,147,26,24
002375.jpg,cat,114,87,217,158
002376.jpg,aeroplane,103,86,205,129
002377.jpg,bicycle,132,149,183,151
002378.jpg,person,127,94,90,176
002378.jpg,pottedplant,44,89,87,176
002378.jpg,pottedplant,166,139,116,160
002378.jpg,pottedplant,180,115,87,215
002378.jpg,pottedplant,193,116,63,196
002378.jpg,pottedplant,64,60,24,76
002382.jpg,sofa,161,114,126,189
002382.jpg,person,111,133,218,146
002382.jpg,person,85,138,96,121
002384.jpg,person,76,129,114,182
002384.jpg,dog,146,143,104,155
002385.jpg,diningtable,115,137,154,60
002385.jpg,diningtable,105,192,209,63
002385.jpg,person,209,167,30,115
002385.jpg,person,203,124,40,115
002385.jpg,person,183,104,26,80
002385.jpg,person,163,104,26,60
002385.jpg,person,115,90,40,35
002385.jpg,person,64,98,21,59
002385.jpg,person,45,101,30,66
002385.jpg,person,27,104,54,80
002385.jpg,person,22,162,43,108
002387.jpg,cow,132,124,43,44
002387.jpg,person,105,121,13,59
002387.jpg,person,91,88,9,23
002387.jpg,person,78,89,13,22
002391.jpg,cat,59,145,115,157
002392.jpg,boat,106,85,158,42
002393.jpg,car,49,42,47,30
002393.jpg,car,98,46,74,47
002393.jpg,car,200,28,27,15
002393.jpg,car,213,43,23,38
002393.jpg,car,137,124,174,182
002401.jpg,person,106,131,194,186
002403.jpg,person,146,82,8,27
002403.jpg,bird,175,122,15,26
002403.jpg,boat,152,61,50,86
002404.jpg,bottle,166,71,17,58
002404.jpg,chair,190,85,27,91
002404.jpg,chair,51,62,18,59
002404.jpg,chair,11,126,22,112
002404.jpg,diningtable,112,136,223,175
002405.jpg,horse,91,137,135,150
002405.jpg,person,88,91,84,150
002407.jpg,cat,102,114,154,215
002410.jpg,person,99,103,120,173
002411.jpg,car,96,126,77,57
002413.jpg,person,139,114,171,220
002415.jpg,dog,113,112,221,224
002417.jpg,chair,115,160,39,74
002419.jpg,motorbike,110,120,119,102
002419.jpg,person,98,88,52,104
002420.jpg,car,125,101,177,137
002423.jpg,train,144,119,79,56
002425.jpg,sofa,153,154,142,141
002425.jpg,chair,42,99,59,62
002425.jpg,person,42,71,45,86
002425.jpg,person,61,82,33,73
002427.jpg,sofa,148,173,70,79
002427.jpg,sofa,48,140,95,168
002427.jpg,pottedplant,201,196,47,55
002433.jpg,person,27,120,40,107
002433.jpg,person,74,143,146,162
002433.jpg,person,180,125,89,199
002433.jpg,person,219,70,9,79
002433.jpg,person,217,22,11,17
002435.jpg,boat,113,67,81,133
002435.jpg,boat,175,105,20,16
002436.jpg,car,63,110,68,31
002436.jpg,car,213,104,22,30
002437.jpg,cat,103,115,129,218
002439.jpg,aeroplane,102,99,168,75
002439.jpg,aeroplane,200,85,47,47
002439.jpg,car,45,101,10,10
002439.jpg,car,33,101,9,10
002439.jpg,car,22,102,9,8
002441.jpg,cat,122,127,205,178
002441.jpg,tvmonitor,112,138,223,171
002442.jpg,diningtable,113,116,222,213
002442.jpg,chair,39,29,36,49
002442.jpg,chair,61,19,20,34
002442.jpg,chair,151,14,16,17
002442.jpg,chair,157,26,14,15
002442.jpg,chair,173,27,28,28
002442.jpg,chair,175,42,22,24
002442.jpg,chair,198,43,41,37
002442.jpg,chair,204,61,41,50
002442.jpg,bottle,114,8,10,15
002442.jpg,bottle,114,60,21,58
002443.jpg,dog,129,127,190,98
002443.jpg,person,97,102,190,83
002444.jpg,person,157,139,57,163
002444.jpg,person,122,121,52,99
002444.jpg,bottle,64,193,18,62
002444.jpg,bottle,7,193,13,59
002445.jpg,cat,113,130,209,180
002448.jpg,person,122,87,60,88
002448.jpg,horse,109,136,173,135
002450.jpg,dog,73,122,105,105
002450.jpg,person,159,84,105,168
002452.jpg,sheep,121,115,207,203
002454.jpg,car,81,92,73,85
002456.jpg,chair,20,38,36,75
002456.jpg,chair,30,36,42,70
002456.jpg,diningtable,112,135,224,179
002458.jpg,motorbike,28,105,36,32
002458.jpg,person,24,94,13,32
002459.jpg,person,70,154,32,22
002460.jpg,bicycle,166,162,68,104
002460.jpg,person,164,134,53,171
002461.jpg,cat,108,95,70,132
002461.jpg,sofa,54,80,108,158
002462.jpg,train,124,70,200,50
002465.jpg,boat,122,100,203,184
002465.jpg,boat,208,166,14,11
002465.jpg,boat,157,131,10,11
002465.jpg,boat,171,141,14,13
002465.jpg,boat,190,140,8,8
002465.jpg,boat,199,139,7,7
002465.jpg,boat,208,140,5,8
002466.jpg,dog,122,104,133,84
002468.jpg,bird,150,62,68,83
002468.jpg,bird,50,157,60,99
002470.jpg,cat,118,123,212,168
002471.jpg,horse,69,125,133,198
002472.jpg,person,180,128,11,37
002472.jpg,person,194,127,9,42
002472.jpg,person,219,127,9,38
002472.jpg,person,164,130,8,29
002472.jpg,aeroplane,46,114,88,64
002472.jpg,aeroplane,116,114,111,53
002476.jpg,person,123,114,166,221
002476.jpg,person,73,138,18,36
002477.jpg,train,79,73,103,79
002477.jpg,person,168,92,31,89
002477.jpg,person,16,98,32,157
002478.jpg,car,171,175,91,51
002479.jpg,boat,25,139,14,33
002479.jpg,boat,87,141,8,15
002479.jpg,boat,148,111,23,59
002480.jpg,cat,124,126,117,120
002481.jpg,person,111,100,202,182
002483.jpg,sofa,64,164,127,119
002483.jpg,pottedplant,69,116,38,95
002483.jpg,pottedplant,186,92,23,130
002483.jpg,cat,115,65,17,33
002483.jpg,cat,56,175,82,51
002483.jpg,chair,159,184,74,80
002483.jpg,person,112,144,50,155
002490.jpg,bus,110,115,36,66
002490.jpg,bus,33,142,65,123
002490.jpg,car,73,148,22,48
002490.jpg,car,87,142,24,34
002490.jpg,car,102,138,14,29
002491.jpg,person,189,177,70,95
002491.jpg,person,97,170,146,107
002492.jpg,sofa,60,127,95,79
002492.jpg,chair,146,115,57,63
002492.jpg,chair,34,181,68,87
002493.jpg,car,76,173,129,103
002494.jpg,cow,114,119,220,210
002496.jpg,train,126,116,197,154
002497.jpg,person,91,98,7,26
002497.jpg,car,131,131,90,72
002497.jpg,person,11,96,6,22
002497.jpg,person,63,100,7,18
002497.jpg,person,34,96,5,22
002500.jpg,boat,120,106,165,211
002500.jpg,boat,22,149,42,73
002501.jpg,chair,60,149,115,150
002501.jpg,sofa,159,147,129,133
002501.jpg,person,64,146,56,153
002501.jpg,person,166,148,113,148
002501.jpg,person,177,106,90,102
002502.jpg,train,96,118,176,134
002504.jpg,car,133,200,22,17
002504.jpg,car,172,192,12,11
002504.jpg,car,199,194,18,13
002504.jpg,car,214,194,17,13
002504.jpg,car,192,185,9,12
002504.jpg,car,149,194,13,16
002504.jpg,car,133,186,8,10
002504.jpg,car,105,199,16,15
002504.jpg,car,84,190,12,14
002504.jpg,car,53,191,18,10
002504.jpg,car,44,182,11,10
002504.jpg,person,75,203,16,41
002504.jpg,person,45,208,12,32
002504.jpg,person,56,208,12,32
002504.jpg,person,64,207,12,35
002505.jpg,cow,78,115,155,216
002505.jpg,cow,130,86,131,156
002508.jpg,bicycle,114,116,169,162
002512.jpg,dog,45,82,65,128
002512.jpg,dog,85,100,97,153
002512.jpg,dog,159,142,86,131
002512.jpg,bicycle,67,168,134,112
002513.jpg,aeroplane,122,147,6,10
002513.jpg,aeroplane,117,150,7,10
002513.jpg,aeroplane,114,140,7,10
002513.jpg,aeroplane,104,128,7,10
002513.jpg,aeroplane,101,119,7,9
002513.jpg,aeroplane,96,136,7,11
002513.jpg,aeroplane,99,148,7,11
002513.jpg,aeroplane,88,143,7,13
002514.jpg,person,123,124,99,200
002514.jpg,person,39,194,30,40
002514.jpg,tvmonitor,37,174,13,13
002518.jpg,person,138,152,48,132
002518.jpg,person,46,125,17,47
002518.jpg,person,82,130,38,73
002518.jpg,bottle,73,167,15,67
002518.jpg,bottle,89,166,15,61
002519.jpg,motorbike,119,113,189,223
002520.jpg,horse,104,158,22,65
002520.jpg,horse,73,131,10,14
002520.jpg,horse,20,135,13,19
002520.jpg,person,160,152,23,80
002520.jpg,person,203,157,13,70
002523.jpg,bicycle,116,111,202,192
002524.jpg,person,121,131,181,151
002525.jpg,train,103,181,206,82
002529.jpg,diningtable,112,139,222,169
002529.jpg,person,51,125,101,68
002533.jpg,car,105,119,177,188
002533.jpg,car,179,117,89,90
002533.jpg,person,205,107,38,137
002534.jpg,car,164,115,17,20
002534.jpg,car,114,119,25,27
002537.jpg,dog,113,105,212,204
002539.jpg,bus,112,112,224,223
002539.jpg,person,113,147,49,153
002540.jpg,bicycle,118,132,17,44
002540.jpg,bicycle,80,141,25,43
002540.jpg,person,80,121,21,81
002542.jpg,person,207,181,34,87
002542.jpg,person,123,149,68,142
002542.jpg,person,91,124,52,84
002542.jpg,person,24,99,47,49
002542.jpg,diningtable,78,170,155,108
002542.jpg,chair,164,177,32,95
002542.jpg,chair,57,109,21,16
002542.jpg,pottedplant,110,79,22,34
002542.jpg,pottedplant,106,42,22,33
002542.jpg,pottedplant,86,46,15,38
002542.jpg,pottedplant,77,24,22,36
002542.jpg,pottedplant,76,92,16,36
002544.jpg,car,113,118,153,94
002544.jpg,car,95,56,42,25
002544.jpg,car,125,56,30,22
002544.jpg,car,149,54,29,19
002544.jpg,car,145,47,34,22
002545.jpg,person,84,121,78,203
002545.jpg,bottle,117,43,18,31
002545.jpg,sofa,75,94,146,164
002545.jpg,sofa,184,80,79,91
002546.jpg,dog,142,117,109,214
002547.jpg,bird,105,127,34,85
002549.jpg,tvmonitor,145,88,73,87
002554.jpg,person,102,109,54,72
002554.jpg,horse,112,163,224,122
002555.jpg,horse,31,113,26,78
002555.jpg,horse,48,139,13,23
002555.jpg,horse,58,118,65,122
002555.jpg,horse,102,121,47,108
002555.jpg,horse,155,140,127,167
002555.jpg,person,15,124,24,78
002555.jpg,person,195,166,57,116
002558.jpg,bicycle,69,124,54,99
002558.jpg,bicycle,172,154,48,104
002558.jpg,person,69,92,61,137
002558.jpg,person,174,117,53,146
002559.jpg,car,125,107,157,137
002559.jpg,chair,11,89,21,41
002559.jpg,pottedplant,99,32,57,63
002561.jpg,tvmonitor,107,68,48,66
002561.jpg,chair,77,199,115,50
002561.jpg,person,184,133,80,182
002561.jpg,person,86,136,95,176
002563.jpg,person,190,177,7,26
002563.jpg,car,178,177,22,23
002563.jpg,person,57,184,7,27
002563.jpg,person,48,185,8,32
002564.jpg,person,51,128,87,192
002564.jpg,person,136,123,130,201
002564.jpg,sofa,149,153,149,143
002565.jpg,train,103,110,206,197
002565.jpg,person,133,153,34,96
002566.jpg,bus,136,102,58,31
002566.jpg,car,31,116,31,16
002566.jpg,car,194,103,8,9
002566.jpg,car,80,108,22,8
002566.jpg,person,109,110,6,17
002566.jpg,person,85,110,8,17
002566.jpg,person,79,110,6,16
002566.jpg,person,62,116,6,15
002567.jpg,motorbike,123,114,163,199
002569.jpg,pottedplant,114,113,190,206
002569.jpg,pottedplant,16,110,30,155
002571.jpg,bird,71,114,141,221
002572.jpg,bottle,69,99,17,65
002572.jpg,bottle,57,113,8,36
002572.jpg,chair,195,162,58,115
002572.jpg,chair,172,134,40,100
002572.jpg,chair,174,84,17,48
002572.jpg,person,61,46,13,52
002572.jpg,person,74,43,15,57
002572.jpg,person,100,35,20,46
002572.jpg,person,119,37,20,43
002572.jpg,person,169,59,17,32
002572.jpg,person,153,127,53,134
002572.jpg,person,123,87,30,61
002572.jpg,person,54,137,79,175
002572.jpg,person,108,87,19,64
002572.jpg,person,98,85,19,66
002578.jpg,dog,107,104,176,165
002579.jpg,bird,127,123,162,180
002584.jpg,person,142,110,160,214
002584.jpg,person,34,183,66,82
002584.jpg,person,69,139,38,34
002584.jpg,car,65,133,129,43
002584.jpg,person,193,108,14,25
002585.jpg,person,127,100,54,127
002585.jpg,person,71,86,44,106
002585.jpg,motorbike,121,139,108,118
002585.jpg,motorbike,66,114,73,87
002586.jpg,bird,97,98,141,195
002589.jpg,chair,103,154,49,99
002589.jpg,chair,114,75,24,50
002589.jpg,chair,94,88,17,37
002589.jpg,sofa,31,141,62,114
002589.jpg,person,36,137,52,137
002589.jpg,person,156,166,79,116
002589.jpg,person,112,142,48,143
002589.jpg,person,152,107,50,140
002590.jpg,train,113,160,222,77
002593.jpg,sheep,116,119,26,42
002594.jpg,pottedplant,192,98,62,138
002594.jpg,pottedplant,159,149,47,105
002594.jpg,pottedplant,100,129,65,101
002594.jpg,pottedplant,42,163,46,96
002594.jpg,pottedplant,28,85,51,95
002595.jpg,car,114,104,168,71
002595.jpg,person,140,87,15,17
002595.jpg,person,211,59,10,57
002595.jpg,person,205,40,6,19
002595.jpg,person,192,61,9,51
002595.jpg,person,183,60,10,51
002595.jpg,person,200,77,21,82
002595.jpg,person,162,55,22,52
002595.jpg,person,140,55,27,34
002595.jpg,person,126,55,13,27
002595.jpg,person,112,54,17,36
002595.jpg,person,95,61,12,45
002595.jpg,person,73,62,17,54
002595.jpg,person,62,65,14,50
002595.jpg,person,30,70,17,68
002595.jpg,person,17,75,17,68
002595.jpg,person,4,73,6,69
002598.jpg,pottedplant,112,99,104,155
002599.jpg,motorbike,111,122,159,192
002599.jpg,motorbike,36,124,72,129
002600.jpg,train,100,119,124,170
002603.jpg,bird,110,103,53,87
002605.jpg,boat,124,152,25,24
002605.jpg,boat,199,157,11,8
002605.jpg,boat,189,151,10,20
002605.jpg,boat,159,146,13,33
002605.jpg,boat,49,156,10,11
002605.jpg,boat,7,153,13,13
002606.jpg,car,175,142,36,21
002606.jpg,car,139,144,52,29
002606.jpg,car,100,146,26,30
002606.jpg,car,9,157,17,37
002606.jpg,car,121,136,20,13
002609.jpg,dog,58,97,79,141
002611.jpg,person,89,105,177,209
002611.jpg,dog,110,128,83,100
002613.jpg,bottle,133,175,17,65
002613.jpg,bottle,147,180,20,88
002613.jpg,bottle,165,183,20,82
002613.jpg,bottle,181,177,15,83
002613.jpg,bottle,197,175,17,79
002613.jpg,person,68,95,99,166
002615.jpg,sheep,84,80,10,17
002615.jpg,sheep,163,185,18,17
002618.jpg,sheep,112,106,209,188
002621.jpg,bird,146,110,147,147
002621.jpg,bird,179,33,67,63
002625.jpg,car,61,182,20,10
002625.jpg,car,29,181,21,11
002625.jpg,person,77,182,4,25
002625.jpg,person,50,179,4,15
002625.jpg,person,46,184,5,21
002625.jpg,person,41,185,7,30
002625.jpg,person,195,187,9,32
002625.jpg,person,18,180,3,17
002627.jpg,sofa,101,116,82,34
002627.jpg,sofa,178,128,69,51
002627.jpg,tvmonitor,30,109,34,29
002627.jpg,chair,157,145,70,21
002627.jpg,chair,45,181,56,50
002627.jpg,diningtable,113,187,222,74
002632.jpg,person,96,112,190,223
002633.jpg,horse,152,126,121,116
002633.jpg,person,143,92,45,94
002634.jpg,cow,124,137,103,139
002634.jpg,cow,80,141,51,96
002635.jpg,bird,125,131,126,115
002636.jpg,sofa,182,166,85,66
002636.jpg,sofa,32,182,64,84
002636.jpg,person,74,125,12,39
002636.jpg,chair,68,134,20,44
002636.jpg,chair,113,135,17,45
002636.jpg,chair,121,130,18,39
002636.jpg,chair,87,139,18,46
002636.jpg,diningtable,92,136,31,46
002637.jpg,cat,65,140,77,56
002637.jpg,person,138,51,64,53
002641.jpg,person,46,137,89,173
002641.jpg,person,117,144,72,159
002641.jpg,person,174,156,101,136
002641.jpg,bottle,128,198,20,53
002643.jpg,car,20,61,39,60
002643.jpg,person,193,69,21,70
002643.jpg,person,103,92,45,63
002643.jpg,motorbike,108,124,54,89
002645.jpg,tvmonitor,11,147,21,43
002645.jpg,chair,97,141,20,47
002645.jpg,chair,115,146,21,55
002645.jpg,chair,142,169,60,111
002646.jpg,car,113,127,210,131
002647.jpg,car,118,130,38,26
002648.jpg,sheep,91,158,89,128
002648.jpg,sheep,132,111,50,46
002648.jpg,sheep,66,110,97,100
002649.jpg,person,43,149,85,150
002649.jpg,person,90,148,84,152
002649.jpg,person,129,149,56,147
002649.jpg,person,174,127,67,194
002653.jpg,boat,103,116,203,217
002657.jpg,horse,112,138,34,39
002657.jpg,person,147,136,5,14
002657.jpg,person,126,217,13,13
002658.jpg,bottle,79,99,12,74
002658.jpg,pottedplant,56,41,20,72
002658.jpg,pottedplant,74,43,17,72
002658.jpg,pottedplant,93,54,24,50
002658.jpg,person,167,110,89,216
002658.jpg,diningtable,99,173,148,102
002658.jpg,chair,167,135,84,136
002658.jpg,chair,211,119,26,157
002659.jpg,boat,88,95,31,180
002662.jpg,diningtable,137,162,166,123
002662.jpg,person,196,99,57,149
002662.jpg,person,215,177,17,94
002662.jpg,person,121,56,52,95
002662.jpg,person,79,61,30,82
002662.jpg,person,56,67,29,68
002662.jpg,person,52,125,99,187
002664.jpg,bird,55,133,21,25
002664.jpg,bird,94,94,54,43
002664.jpg,bird,153,130,21,26
002664.jpg,bird,215,162,17,31
002664.jpg,bird,115,133,15,25
002664.jpg,bird,85,124,14,23
002664.jpg,bird,100,131,34,28
002666.jpg,motorbike,101,139,199,123
002666.jpg,car,211,131,27,53
002667.jpg,car,113,138,222,173
002668.jpg,diningtable,131,205,185,37
002668.jpg,person,184,126,81,130
002668.jpg,person,199,71,16,17
002668.jpg,person,90,120,96,141
002668.jpg,person,45,107,10,13
002668.jpg,pottedplant,26,93,35,38
002669.jpg,cow,149,93,36,22
002669.jpg,cow,81,143,58,57
002669.jpg,person,206,160,16,32
002669.jpg,cow,98,135,49,51
002670.jpg,dog,118,128,210,128
002670.jpg,sofa,113,112,223,223
002675.jpg,bicycle,127,130,111,100
002675.jpg,person,130,88,68,134
002677.jpg,cat,108,85,213,167
002678.jpg,horse,76,134,151,180
002678.jpg,horse,151,110,35,115
002678.jpg,person,202,112,34,222
002678.jpg,person,54,51,48,100
002678.jpg,person,15,60,29,118
002680.jpg,dog,113,124,222,200
002682.jpg,car,112,128,73,76
002683.jpg,sheep,107,124,98,102
002684.jpg,horse,130,121,188,200
002689.jpg,person,120,109,61,193
002690.jpg,dog,122,178,146,91
002691.jpg,car,22,36,43,37
002691.jpg,dog,43,178,86,79
002691.jpg,person,121,120,185,208
002691.jpg,sofa,112,138,223,172
002693.jpg,car,121,152,113,126
002693.jpg,person,40,120,39,165
002693.jpg,person,180,124,34,67
002693.jpg,person,20,79,9,52
002693.jpg,person,8,81,15,54
002693.jpg,car,42,111,82,57
002695.jpg,cow,64,102,122,200
002695.jpg,cow,207,89,33,42
002695.jpg,cow,169,82,26,35
002696.jpg,dog,90,69,134,109
002696.jpg,chair,118,56,211,111
002696.jpg,person,55,125,109,197
002697.jpg,dog,56,118,89,212
002697.jpg,dog,145,100,104,163
002697.jpg,dog,168,196,112,55
002699.jpg,bus,116,106,151,70
002702.jpg,chair,142,154,164,139
002702.jpg,chair,34,173,67,101
002702.jpg,chair,119,141,135,103
002704.jpg,car,115,134,215,181
002704.jpg,car,135,56,128,37
002706.jpg,cat,105,132,104,181
002709.jpg,bird,116,144,122,149
002710.jpg,person,138,133,165,181
002713.jpg,horse,73,142,87,151
002713.jpg,person,75,96,99,147
002713.jpg,person,215,92,14,30
002714.jpg,person,93,134,35,159
002715.jpg,bicycle,97,197,93,55
002715.jpg,person,89,174,30,97
002715.jpg,person,160,176,37,96
002715.jpg,person,202,176,22,88
002717.jpg,bird,100,120,48,118
002718.jpg,bird,122,100,121,155
002721.jpg,bird,163,96,80,84
002722.jpg,bicycle,122,109,191,161
002723.jpg,motorbike,100,155,99,91
002723.jpg,motorbike,170,147,84,83
002723.jpg,motorbike,204,151,40,98
002723.jpg,motorbike,50,141,26,62
002723.jpg,person,74,117,28,53
002727.jpg,bicycle,116,186,48,75
002727.jpg,person,85,141,47,167
002727.jpg,person,116,157,45,124
002730.jpg,car,128,128,89,139
002730.jpg,person,110,106,22,36
002730.jpg,person,121,86,23,22
002732.jpg,dog,91,69,109,133
002734.jpg,car,213,42,23,29
002734.jpg,car,166,41,45,28
002734.jpg,bus,153,26,82,44
002735.jpg,horse,103,140,148,124
002735.jpg,person,104,82,64,88
002737.jpg,aeroplane,122,97,132,73
002738.jpg,boat,30,102,29,60
002738.jpg,boat,35,108,38,72
002738.jpg,boat,28,146,25,34
002738.jpg,boat,133,114,12,29
002738.jpg,boat,142,118,8,18
002738.jpg,boat,152,112,14,39
002738.jpg,boat,164,115,6,29
002738.jpg,boat,197,126,9,12
002738.jpg,boat,218,129,11,19
002741.jpg,person,159,169,30,110
002741.jpg,train,130,118,187,211
002741.jpg,person,199,101,44,28
002741.jpg,person,18,140,9,32
002741.jpg,person,12,139,5,31
002744.jpg,person,159,155,119,139
002744.jpg,person,42,117,84,213
002745.jpg,bottle,157,112,59,172
002745.jpg,pottedplant,168,147,103,49
002745.jpg,pottedplant,202,77,43,51
002747.jpg,chair,130,90,72,162
002747.jpg,chair,53,136,104,175
002749.jpg,cow,120,167,111,113
002749.jpg,cow,151,103,146,176
002751.jpg,bicycle,95,143,96,78
002751.jpg,person,100,112,65,88
002751.jpg,person,214,59,21,59
002751.jpg,chair,176,68,17,34
002751.jpg,bicycle,75,67,41,36
002755.jpg,person,108,119,106,131
002755.jpg,person,176,131,91,164
002755.jpg,diningtable,112,193,224,62
002755.jpg,person,199,164,51,44
002757.jpg,train,121,126,176,184
002759.jpg,motorbike,109,117,151,137
002759.jpg,car,189,79,71,51
002759.jpg,car,141,74,52,35
002759.jpg,person,206,74,16,68
002759.jpg,person,218,57,11,24
002760.jpg,cat,169,103,109,167
002760.jpg,cat,61,101,122,193
002762.jpg,bird,138,90,21,44
002762.jpg,bird,128,81,16,57
002763.jpg,cow,107,139,155,137
002765.jpg,aeroplane,191,98,58,36
002765.jpg,aeroplane,126,97,70,38
002765.jpg,aeroplane,34,98,50,38
002765.jpg,aeroplane,74,100,43,32
002766.jpg,cat,110,106,70,73
002767.jpg,tvmonitor,123,134,25,42
002767.jpg,tvmonitor,57,115,13,27
002767.jpg,tvmonitor,42,116,17,32
002767.jpg,person,81,163,60,122
002767.jpg,person,29,133,41,61
002767.jpg,chair,21,161,33,76
002767.jpg,chair,65,185,47,78
002772.jpg,car,105,125,181,76
002774.jpg,horse,176,135,97,178
002774.jpg,horse,92,150,120,148
002775.jpg,pottedplant,191,148,65,153
002775.jpg,pottedplant,124,190,104,69
002775.jpg,pottedplant,30,176,59,96
002776.jpg,bus,208,128,32,20
002776.jpg,person,147,182,8,16
002776.jpg,person,138,194,13,36
002776.jpg,car,184,143,15,21
002776.jpg,car,194,140,10,19
002776.jpg,car,121,158,28,22
002778.jpg,chair,149,123,16,5
002778.jpg,chair,35,143,22,23
002778.jpg,chair,56,145,22,23
002778.jpg,chair,76,151,16,18
002778.jpg,chair,106,155,16,19
002778.jpg,chair,133,158,19,19
002778.jpg,chair,172,163,22,21
002778.jpg,chair,18,160,21,39
002778.jpg,chair,43,172,31,32
002778.jpg,chair,75,179,34,35
002778.jpg,chair,111,186,34,36
002778.jpg,chair,161,200,33,48
002778.jpg,chair,6,201,12,18
002778.jpg,chair,13,216,26,17
002778.jpg,tvmonitor,77,72,24,24
002779.jpg,car,58,124,88,69
002779.jpg,car,162,125,70,79
